prometheus    | time=2025-05-26T07:02:59.636Z level=INFO source=main.go:674 msg="No time or size retention was set so using the default time retention" duration=15d
prometheus    | time=2025-05-26T07:02:59.636Z level=INFO source=main.go:725 msg="Starting Prometheus Server" mode=server version="(version=3.4.0, branch=HEAD, revision=546b1d242e209ed4228aa01a248dbf3e41e573ea)"
prometheus    | time=2025-05-26T07:02:59.636Z level=INFO source=main.go:730 msg="operational information" build_context="(go=go1.24.3, platform=linux/amd64, user=root@b1749ffe17d4, date=20250517-06:54:08, tags=netgo,builtinassets,stringlabels)" host_details="(Linux 6.8.0-52-generic #53-Ubuntu SMP PREEMPT_DYNAMIC Sat Jan 11 00:06:25 UTC 2025 x86_64 117957109f56 (none))" fd_limits="(soft=1048576, hard=1048576)" vm_limits="(soft=unlimited, hard=unlimited)"
prometheus    | time=2025-05-26T07:02:59.637Z level=INFO source=main.go:806 msg="Leaving GOMAXPROCS=12: CPU quota undefined" component=automaxprocs
prometheus    | time=2025-05-26T07:02:59.638Z level=INFO source=web.go:656 msg="Start listening for connections" component=web address=0.0.0.0:9090
prometheus    | time=2025-05-26T07:02:59.639Z level=INFO source=main.go:1266 msg="Starting TSDB ..."
prometheus    | time=2025-05-26T07:02:59.640Z level=INFO source=tls_config.go:347 msg="Listening on" component=web address=[::]:9090
prometheus    | time=2025-05-26T07:02:59.640Z level=INFO source=tls_config.go:350 msg="TLS is disabled." component=web http2=false address=[::]:9090
prometheus    | time=2025-05-26T07:02:59.644Z level=INFO source=head.go:657 msg="Replaying on-disk memory mappable chunks if any" component=tsdb
prometheus    | time=2025-05-26T07:02:59.644Z level=INFO source=head.go:744 msg="On-disk memory mappable chunks replay completed" component=tsdb duration=3.346µs
prometheus    | time=2025-05-26T07:02:59.644Z level=INFO source=head.go:752 msg="Replaying WAL, this may take a while" component=tsdb
prometheus    | time=2025-05-26T07:02:59.644Z level=INFO source=head.go:825 msg="WAL segment loaded" component=tsdb segment=0 maxSegment=0 duration=366.463µs
prometheus    | time=2025-05-26T07:02:59.644Z level=INFO source=head.go:862 msg="WAL replay completed" component=tsdb checkpoint_replay_duration=33.164µs wal_replay_duration=417.084µs wbl_replay_duration=602ns chunk_snapshot_load_duration=0s mmap_chunk_replay_duration=3.346µs total_replay_duration=536.011µs
prometheus    | time=2025-05-26T07:02:59.646Z level=INFO source=main.go:1287 msg="filesystem information" fs_type=EXT4_SUPER_MAGIC
prometheus    | time=2025-05-26T07:02:59.646Z level=INFO source=main.go:1290 msg="TSDB started"
prometheus    | time=2025-05-26T07:02:59.646Z level=INFO source=main.go:1475 msg="Loading configuration file" filename=/etc/prometheus/prometheus.yml
prometheus    | time=2025-05-26T07:02:59.647Z level=INFO source=main.go:1514 msg="updated GOGC" old=100 new=75
prometheus    | time=2025-05-26T07:02:59.647Z level=INFO source=main.go:1524 msg="Completed loading of configuration file" db_storage=3.244µs remote_storage=3.431µs web_handler=836ns query_engine=2.593µs scrape=477.949µs scrape_sd=52.078µs notify=1.594µs notify_sd=736ns rules=3.131µs tracing=7.61µs filename=/etc/prometheus/prometheus.yml totalDuration=989.513µs
prometheus    | time=2025-05-26T07:02:59.647Z level=INFO source=main.go:1251 msg="Server is ready to receive web requests."
prometheus    | time=2025-05-26T07:02:59.647Z level=INFO source=manager.go:175 msg="Starting rule manager..." component="rule manager"
containernet  |  * /etc/openvswitch/conf.db does not exist
containernet  |  * Creating empty database /etc/openvswitch/conf.db
containernet  |  * Starting ovsdb-server
containernet  |  * Configuring Open vSwitch system IDs
containernet  |  * Starting ovs-vswitchd
containernet  |  * Enabling remote OVSDB managers
containernet  | Pulling the "ubuntu:trusty" and "ubuntu:xenial" image for later use...
grafana       | logger=settings t=2025-05-26T07:02:59.888845601Z level=info msg="Starting Grafana" version=12.0.0 commit=4c0e7045f97f356716755b47183b22e7f12bb4bf branch=HEAD compiled=2025-05-26T07:02:59Z
grafana       | logger=settings t=2025-05-26T07:02:59.889010143Z level=info msg="Config loaded from" file=/usr/share/grafana/conf/defaults.ini
grafana       | logger=settings t=2025-05-26T07:02:59.889014703Z level=info msg="Config loaded from" file=/etc/grafana/grafana.ini
grafana       | logger=settings t=2025-05-26T07:02:59.889016876Z level=info msg="Config overridden from command line" arg="default.paths.data=/var/lib/grafana"
grafana       | logger=settings t=2025-05-26T07:02:59.88901859Z level=info msg="Config overridden from command line" arg="default.paths.logs=/var/log/grafana"
grafana       | logger=settings t=2025-05-26T07:02:59.889020244Z level=info msg="Config overridden from command line" arg="default.paths.plugins=/var/lib/grafana/plugins"
grafana       | logger=settings t=2025-05-26T07:02:59.88902187Z level=info msg="Config overridden from command line" arg="default.paths.provisioning=/etc/grafana/provisioning"
grafana       | logger=settings t=2025-05-26T07:02:59.889023585Z level=info msg="Config overridden from command line" arg="default.log.mode=console"
grafana       | logger=settings t=2025-05-26T07:02:59.889026902Z level=info msg="Config overridden from Environment variable" var="GF_PATHS_DATA=/var/lib/grafana"
grafana       | logger=settings t=2025-05-26T07:02:59.88902911Z level=info msg="Config overridden from Environment variable" var="GF_PATHS_LOGS=/var/log/grafana"
grafana       | logger=settings t=2025-05-26T07:02:59.889030646Z level=info msg="Config overridden from Environment variable" var="GF_PATHS_PLUGINS=/var/lib/grafana/plugins"
grafana       | logger=settings t=2025-05-26T07:02:59.889032374Z level=info msg="Config overridden from Environment variable" var="GF_PATHS_PROVISIONING=/etc/grafana/provisioning"
grafana       | logger=settings t=2025-05-26T07:02:59.889035177Z level=info msg="Config overridden from Environment variable" var="GF_SECURITY_ADMIN_USER=admin"
grafana       | logger=settings t=2025-05-26T07:02:59.889037055Z level=info msg="Config overridden from Environment variable" var="GF_SECURITY_ADMIN_PASSWORD=*********"
grafana       | logger=settings t=2025-05-26T07:02:59.889038758Z level=info msg=Target target=[all]
grafana       | logger=settings t=2025-05-26T07:02:59.889043246Z level=info msg="Path Home" path=/usr/share/grafana
grafana       | logger=settings t=2025-05-26T07:02:59.889044978Z level=info msg="Path Data" path=/var/lib/grafana
grafana       | logger=settings t=2025-05-26T07:02:59.889046527Z level=info msg="Path Logs" path=/var/log/grafana
grafana       | logger=settings t=2025-05-26T07:02:59.889048081Z level=info msg="Path Plugins" path=/var/lib/grafana/plugins
grafana       | logger=settings t=2025-05-26T07:02:59.889049645Z level=info msg="Path Provisioning" path=/etc/grafana/provisioning
grafana       | logger=settings t=2025-05-26T07:02:59.889051374Z level=info msg="App mode production"
grafana       | logger=featuremgmt t=2025-05-26T07:02:59.890129742Z level=info msg=FeatureToggles logRowsPopoverMenu=true useSessionStorageForRedirection=true alertingRuleVersionHistoryRestore=true awsAsyncQueryCaching=true panelMonitoring=true alertingSimplifiedRouting=true azureMonitorEnableUserAuth=true dataplaneFrontendFallback=true alertingApiServer=true alertingRuleRecoverDeleted=true newFiltersUI=true failWrongDSUID=true formatString=true pluginsDetailsRightPanel=true externalCorePlugins=true preinstallAutoUpdate=true angularDeprecationUI=true grafanaconThemes=true ssoSettingsApi=true unifiedStorageSearchPermissionFiltering=true reportingUseRawTimeRange=true publicDashboardsScene=true kubernetesPlaylists=true logsInfiniteScrolling=true newPDFRendering=true logsExploreTableVisualisation=true pinNavItems=true addFieldFromCalculationStatFunctions=true alertingUIOptimizeReducer=true alertingNotificationsStepMode=true alertingQueryAndExpressionsStepMode=true logsContextDatasourceUi=true azureMonitorPrometheusExemplars=true prometheusUsesCombobox=true prometheusAzureOverrideAudience=true dashboardScene=true onPremToCloudMigrations=true dashboardSceneForViewers=true kubernetesClientDashboardsFolders=true logsPanelControls=true alertingRulePermanentlyDelete=true alertingInsights=true annotationPermissionUpdate=true lokiStructuredMetadata=true influxdbBackendMigration=true lokiQueryHints=true recoveryThreshold=true newDashboardSharingComponent=true ssoSettingsSAML=true dashboardSceneSolo=true cloudWatchRoundUpEndTime=true alertRuleRestore=true nestedFolders=true promQLScope=true transformationsRedesign=true correlations=true groupToNestedTableTransformation=true unifiedRequestLog=true dashgpt=true cloudWatchNewLabelParsing=true lokiLabelNamesQueryApi=true cloudWatchCrossAccountQuerying=true tlsMemcached=true recordedQueriesMulti=true lokiQuerySplitting=true
grafana       | logger=sqlstore t=2025-05-26T07:02:59.890280782Z level=info msg="Connecting to DB" dbtype=sqlite3
grafana       | logger=migrator t=2025-05-26T07:02:59.895855353Z level=info msg="Locking database"
grafana       | logger=migrator t=2025-05-26T07:02:59.89587679Z level=info msg="Starting DB migrations"
grafana       | logger=migrator t=2025-05-26T07:02:59.90968018Z level=info msg="migrations completed" performed=0 skipped=654 duration=375.458µs
grafana       | logger=migrator t=2025-05-26T07:02:59.91002449Z level=info msg="Unlocking database"
grafana       | logger=secrets t=2025-05-26T07:02:59.910332426Z level=info msg="Envelope encryption state" enabled=true currentprovider=secretKey.v1
grafana       | logger=plugin.angulardetectorsprovider.dynamic t=2025-05-26T07:02:59.956509175Z level=info msg="Restored cache from database" duration=375.332µs
grafana       | logger=resource-migrator t=2025-05-26T07:02:59.963328247Z level=info msg="Locking database"
grafana       | logger=resource-migrator t=2025-05-26T07:02:59.963342022Z level=info msg="Starting DB migrations"
grafana       | logger=resource-migrator t=2025-05-26T07:02:59.97006935Z level=info msg="migrations completed" performed=0 skipped=26 duration=38.314µs
grafana       | logger=resource-migrator t=2025-05-26T07:02:59.970486243Z level=info msg="Unlocking database"
grafana       | t=2025-05-26T07:02:59.97063956Z level=info caller=logger.go:214 time=2025-05-26T07:02:59.970628252Z msg="Using channel notifier" logger=sql-resource-server
grafana       | logger=plugin.store t=2025-05-26T07:02:59.971646268Z level=info msg="Loading plugins..."
grafana       | logger=plugins.registration t=2025-05-26T07:03:00.016476569Z level=error msg="Could not register plugin" pluginId=table error="plugin table is already registered"
grafana       | logger=plugins.initialization t=2025-05-26T07:03:00.016490924Z level=error msg="Could not initialize plugin" pluginId=table error="plugin table is already registered"
onos          | May 26, 2025 7:03:00 AM org.apache.karaf.main.Main launch
onos          | INFO: Installing and starting initial bundles
grafana       | logger=plugins.registration t=2025-05-26T07:03:00.03874118Z level=info msg="Plugin registered" pluginId=grafana-exploretraces-app
grafana       | logger=plugins.registration t=2025-05-26T07:03:00.077576819Z level=info msg="Plugin registered" pluginId=grafana-lokiexplore-app
onos          | May 26, 2025 7:03:00 AM org.apache.karaf.main.Main launch
onos          | INFO: All initial bundles installed and set to start
grafana       | logger=plugins.registration t=2025-05-26T07:03:00.104037771Z level=info msg="Plugin registered" pluginId=grafana-metricsdrilldown-app
onos          | May 26, 2025 7:03:00 AM org.apache.karaf.main.lock.SimpleFileLock lock
onos          | INFO: Trying to lock /root/onos/apache-karaf-4.2.14/lock
onos          | May 26, 2025 7:03:00 AM org.apache.karaf.main.lock.SimpleFileLock lock
onos          | INFO: Lock acquired
onos          | May 26, 2025 7:03:00 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
onos          | INFO: Lock acquired. Setting startlevel to 100
grafana       | logger=plugins.registration t=2025-05-26T07:03:00.122478729Z level=info msg="Plugin registered" pluginId=grafana-pyroscope-app
grafana       | logger=plugin.store t=2025-05-26T07:03:00.122491341Z level=info msg="Plugins loaded" count=57 duration=150.845821ms
grafana       | logger=query_data t=2025-05-26T07:03:00.13102887Z level=info msg="Query Service initialization"
grafana       | logger=live.push_http t=2025-05-26T07:03:00.133133144Z level=info msg="Live Push Gateway initialization"
grafana       | logger=ngalert.notifier.alertmanager org=1 t=2025-05-26T07:03:00.134896347Z level=info msg="Applying new configuration to Alertmanager" configHash=d2c56faca6af2a5772ff4253222f7386
grafana       | logger=ngalert t=2025-05-26T07:03:00.138943279Z level=info msg="Using simple database alert instance store"
grafana       | logger=ngalert.state.manager.persist t=2025-05-26T07:03:00.138956996Z level=info msg="Using sync state persister"
grafana       | logger=infra.usagestats.collector t=2025-05-26T07:03:00.140816742Z level=info msg="registering usage stat providers" usageStatsProvidersLen=2
grafana       | logger=grafanaStorageLogger t=2025-05-26T07:03:00.141016655Z level=info msg="Storage starting"
grafana       | logger=ngalert.state.manager t=2025-05-26T07:03:00.141216362Z level=info msg="Warming state cache for startup"
grafana       | logger=ngalert.multiorg.alertmanager t=2025-05-26T07:03:00.141294835Z level=info msg="Starting MultiOrg Alertmanager"
grafana       | logger=provisioning.alerting t=2025-05-26T07:03:00.143491869Z level=info msg="starting to provision alerting"
grafana       | logger=provisioning.alerting t=2025-05-26T07:03:00.143514523Z level=info msg="finished to provision alerting"
grafana       | logger=http.server t=2025-05-26T07:03:00.145343444Z level=info msg="HTTP Server Listen" address=[::]:3000 protocol=http subUrl= socket=
grafana       | logger=provisioning.dashboard t=2025-05-26T07:03:00.145974584Z level=info msg="starting to provision dashboards"
grafana       | logger=provisioning.dashboard t=2025-05-26T07:03:00.145991556Z level=info msg="finished to provision dashboards"
grafana       | logger=ngalert.state.manager t=2025-05-26T07:03:00.171995126Z level=info msg="State cache has been initialized" states=0 duration=30.778672ms
grafana       | logger=ngalert.scheduler t=2025-05-26T07:03:00.172016258Z level=info msg="Starting scheduler" tickInterval=10s maxAttempts=3
grafana       | logger=ticker t=2025-05-26T07:03:00.172047744Z level=info msg=starting first_tick=2025-05-26T07:03:10Z
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.269260209Z level=info msg="Adding GroupVersion dashboard.grafana.app v1beta1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.269635446Z level=info msg="Adding GroupVersion dashboard.grafana.app v0alpha1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.26990532Z level=info msg="Adding GroupVersion dashboard.grafana.app v2alpha1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.270224116Z level=info msg="Adding GroupVersion featuretoggle.grafana.app v0alpha1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.270709207Z level=info msg="Adding GroupVersion folder.grafana.app v1beta1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.271476127Z level=info msg="Adding GroupVersion iam.grafana.app v0alpha1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.274541132Z level=info msg="Adding GroupVersion notifications.alerting.grafana.app v0alpha1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.274972639Z level=info msg="Adding GroupVersion userstorage.grafana.app v0alpha1 to ResourceManager"
grafana       | logger=grafana-apiserver t=2025-05-26T07:03:00.275280244Z level=info msg="Adding GroupVersion playlist.grafana.app v0alpha1 to ResourceManager"
grafana       | logger=app-registry t=2025-05-26T07:03:00.297676538Z level=info msg="app registry initialized"
